"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The CDC currently reports 99031 deaths. In general the discrepancies in death counts between different sources are small and explicable. The death toll stands at roughly 100000 people today.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Over the past two days it is worth noting that two large states have begun reporting more complete testing data. NJ yesterday and OH today both moved the numbers. CA remains a major question mark. We hope to see movement there later today. WA is not yet reporting outcomes.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Low talkers are less likely to spread coronavirus evidence suggests. https://t.co/KajqnSfROh https://t.co/yzMpM1ZmvW""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Today is the first day on which two states reported more than 10k cases. https://t.co/THXFYStSaH""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At least 1 out of every 10 persons over 50 years old who had #COVID19 died from it in Nigeria. Please #TakeResponsibility today to protect yourself your loved ones and the elderly around you and in our society. COVID 19 is real. https://t.co/p8DYOsxyvl""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Coronavirus: COVID testing programme 'in chaos' amid 185000 swab backlog leaked documents show https://t.co/86duB6nxRQ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""One person can break a chain of #COVID19 infection. Help protect your family and community. Stay home. Wash your hands. When out for essential trips wear a cloth face covering and keep at least 6 feet of distance between yourself and others. https://t.co/3hfmsY71WY https://t.co/7m2cVQodpl""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @PIB_India: There is an exponential increase in the daily #COVID19 testing in the country. Over 11.7 lakh (1172179) tests were done in""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As a result of this cooperation by 8am today labs had registered new tests for 64% of the congregation (213 of the 332 people).""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. Weve now tracked 7.3 million tests up ~231k from yesterday in line with recent days. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH3TKeq https://t.co/z8StIC1D0B""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""They can do this once they have completed 7 days of managed isolation and had a negative COVID-19 test.   No one will be able to attend a funeral or tangihanga during their 14 days in managed isolation. #covid19""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Almost 200 vaccines for #COVID19 are currently in clinical and pre-clinical testing. The history of vaccine development tells us that some will fail and some will succeed-@DrTedros #UNGA #UN75""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We have a correction: in cleaning some older data we introduced too high of a number into MA data over the weekend. This made yesterday's new test number lower than it should have been. We regret the error. With the fix in the recent numbers are smoother which is good. https://t.co/LxWwoUVkGC""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tomorrow the Review Committee of the International Health Regulations will begin its work. The International Health Regulations is the most important legal instrument in global health security-@DrTedros #COVID19 https://t.co/1zoGHShNb0""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The #COVID19 outbreak presents an opportunity to put infection prevention &amp; control(IPC) on the national agenda like never before. Our goal through the #OrangeNetwork is to ensure IPC is an essential part of health care delivery &amp; public health response ~ @Chikwe_I DG NCDC https://t.co/kV9I8bE2dW""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There is no one in New Zealand receiving hospital-level care for COVID-19.  Yesterday our laboratories completed 3020 tests bringing the total number of tests completed to date to 278872. Full update: https://t.co/SLLwxhK1ip""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Groups of pupils should only be sent home if there has been a positive test rather than someone just developing symptoms PM says https://t.co/yRL6wQayvm""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CDC: Infected mothers-to-be are 5x more likely to be hospitalized for coronavirus and almost 2x as likely to require mechanical ventilation. https://t.co/65DU79sK8U""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Over the past 2 weeks our #PHEOC team trained &amp; mentored @covid19oyo_eoc core &amp; surge staff on the basics of public health emergency operation centre management Certificates were presented to successful participants after a table top simulation exercise &amp; pre/post examinations. https://t.co/yR9UMsb4gl""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""That said the dynamics of COVID-19 deaths in this second surge remain complicated. Deaths are not falling everywhere. In Arizona for example daily average deaths have tripled since June. https://t.co/8VQEnFCUKR""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Deep budget cuts to education and rising poverty caused by the #COVID19 pandemic could force at least 9.7 million children out of school forever by the end of this year with millions more falling behind in learning-@DrTedros""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @PIBMumbai: Those who recover from infection also should follow #COVID19 appropriate behaviours Results of country-level sero-survey""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#NCDCInTheNews Decline in Nigerias #COVID19 cases doesnt mean weve flattened the curve. In August testing dropped by 36% due to decline in sample collection @chinwe_ochu explains further in this @nighealthwatch interview https://t.co/oCIqwDBtDU #TakeResponsibility https://t.co/al7u3s3cUX""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""@anak2422anak #UttarPradesh Govt. has decided to impose stricter lockdown on weekends as a measure to control coronavirus spread during the month of July. Kindly contact your district surveillance officer and share the details of your trip.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A report by heath charity The King's Fund says the impact of the #COVID19 pandemic on health and care staff 'has been unprecedented and will be felt for a long time to come' https://t.co/DAWE4W614d""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Latest recommendations for the use of remdesivir and dexamethasone in coronavirus. https://t.co/ztqNSXeqbk https://t.co/v0kZN4N14B""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Endothelial cell injury plays a major role in the pathogenesis of COVID-19-associated coagulopathy according to new study. https://t.co/ccIuXX5UrS #EHA2020 https://t.co/HTYSfNYcad""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Following the increasing rate of spread of #COVID19 across countries weve expanded our case definition &amp; included 3 new high risk countries Countries in our priority list are - China Japan Iran Italy Republic of Korea. Addition of Spain France Germany HMSH @DrMamora https://t.co/Jsr2vm5APG""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""States reported ~23.5k new cases today. The 7-day average bottomed on 5/29 and is now pushing back towards 22k. The positive rate has been pretty steady the last two weeks at between 4-6.5%. https://t.co/ZkCt5rkrQb""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""@JoeWasserman Hope to have that implemented in the next 7-10 days. And data up on the site sooner than that. -@alexismadrigal""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Currently there are very few cases of #COVID19 in the US &amp; no reported community spread. But as more countries see community spread successful containment becomes harder and CDC is preparing for community spread in the US. https://t.co/MBJftVsR0H""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Strategies for staying cool while wearing a mask. https://t.co/FpcDSzKlln  https://t.co/wSCCKXnYeB""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Science &amp; Technology Committee heard evidence from modellers @n3113n Matt Keeling @AdamJKucharski and @neil_ferguson: \""UK must keep coronavirus transmission suppressed by around 65% to control the pandemic.\"" https://t.co/cVSCc6s2mq""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" There are 75 people linked to the community cluster who remain at the Auckland quarantine facility which includes 58 people who have tested positive for COVID-19. ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Daily newly reported cases appear to be on a new slightly lower plateau around ~22k cases per day. A reminder: the case reporting is *probably* lagging new infections by a week or so. https://t.co/HOwgk8InYk""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Florida also reported a record number of cases todayclose to 10k. Florida remains one of the few states that does not report how many people are currently hospitalized. https://t.co/1k6DhZBtew""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""COVID-19 Update Kia Orana and happy Cook Islands Language Week!  There are three new cases of COVID-19 to report in managed isolation in New Zealand today.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""FDA authorizes 2 COVID-19 blood tests that estimate antibodies present in a person's blood. Neither gives a precise measurement. https://t.co/Q09hcijuGo""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The latest CDC #COVIDView report shows that the percentage of people testing positive nationally for #COVID19 continues to increase particularly in the Southeast Southwest/coast and South-central parts of the country. Learn more: https://t.co/zP4VYlo0Pb https://t.co/gqvEO6ZsZw""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There is one new case of COVID-19 to report in New Zealand today detected in a recent returnee in a managed isolation facility. There are no new community cases.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In a little over a week COVID-19 spread to over 44% of staff and campers at a Georgia sleep away camp. https://t.co/ns7i7n1JgK https://t.co/RbtBBM5YRV""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""And yet: we have known that our numbers were a lower bound on the number of tests for a while. We were just missing some total test numbers from big states. Now that some of those have been filled (thanks TX MA!)we have more data going uncaptured: private lab testing.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""As of now there is no vaccine for #COVID19 available anywhere in the world. However #clinicaltrials for several #COVID19 vaccines are underway. Due to multiple variables involved and the complexity of the process we cannot commit a date/timeline for the launch of the vaccine. https://t.co/ONJtyyBeR1""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 61572343 samples tested upto September 17 2020 1006615 samples tested on September 17 2020 #StaySafe #IndiaWillWin https://t.co/yWQoMuphBP""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""One positive development is that Texas Massachusetts and several other states have begun to include total testing numbers from *commercial* labs which are coming online. TX for example: https://t.co/motgizKtMQ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""If a mask makes you uncomfortable or affects your breathing - stay home. https://t.co/iB7ckMcH7x""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We know that this virus can kill  but that children tend to have a milder infection and there are very few severe cases and deaths from #COVID19 among children and adolescents-@DrTedros""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""2/10 Sir Patrick Vallance says #COVID19 cases are 'clearly increasing'. He adds 'we think the virus is doubling roughly every seven days' and emphasises if that is true the UK could have 49000 cases per day in mid-October. https://t.co/SWcqc3XLyJ https://t.co/WwdYvm3NnL""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our models estimate that #Minnesota has a high positive test rate and an infection growth rate &gt; 1 meaning each person with COVID infects more than 1 other person. Minnesota has an elevated risk based on our #ReopeningSafely metrics. Learn more at https://t.co/KUFXpbkhmk https://t.co/zCL387BZLk""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""@CSp911 Acc @WHO the possibility of airborne transmission in public settings - especially in very specific conditions crowded closed poorly ventilated settings cannot be ruled out However the evidence needs to be gathered &amp; interpreted.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""To date few outbreaks involving children  or schools  have been reported. However the small number of outbreaks reported among teaching or associated staff to date suggests that spread of #COVID19 within educational settings may be limited.  https://t.co/Cs7uxQRRMN https://t.co/UBX1pW5oOH""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""With the fall pollen season approaching you may experience watery eyes sneezing or a cough. Learn the differences between seasonal allergies and #COVID19: https://t.co/fEGMDOBt0Q. https://t.co/ZAQZsP6y0u""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona Five States of Maharashtra Karnataka Andhra Pradesh Uttar Pradesh and Tamil Nadu contribute 61% of the total active cases. The total number of active cases in the country stands at 897394 as on date. https://t.co/9MvpkOhlSK""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona One of the lowest globally Indias Case Fatality Rate 1.76% and sliding. Health Ministry issues FAQs on better Clinical Management of #COVID19 patients in ICUs. https://t.co/03Cw1O4CJt""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates: Total #COVID19 Cases in India(as on August 30 2020) 76.6% Cured/Discharged/Migrated (2713933) 21.6% Active cases (765302) 1.8% Deaths (63498) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths Via @MoHFW_INDIA https://t.co/H7ZyPgbF0r""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""...Integrated Health Information Platform (IHIP)/IDSP portal case investigation forms for #COVID. Headache has not been reported as one of the main #COVID_19 symptoms in India. #COVID__19 #COVID19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates (2/2)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""NEW PUBLICATION @ERSpublications Fungal coinfections complicate challenging task of managing #COVID19 patients COVID19 associated pulmonary aspergillosis (CAPA) increasingly reported Read more https://t.co/W0MAUP3HVL https://t.co/TokL4VBjQq""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""@NastySurf @DelegateStewart The positive rate the last two days was 10% and 8% but it bounces around. -@alexismadrigal https://t.co/Hvq6oNqIgi""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In some cities and regions where #COVID19 transmission is intense severe restrictions have been reinstated to bring the outbreak under control-@DrTedros""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There are currently 3149 people in managed isolation and quarantine. Our current effective capacity is 6770. This gives us an excess capacity of 3149. Over the next week we are projecting 2995 arrivals and 1125 departures from our facilities.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is an increase of 4 from yesterday due to a family being unable to be tested at this time. 3 are waiting results. 1 person who was tested is now not returning contact and this has been referred to enforcement. ""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Coronavirus: Australia set for lowest daily infections in months - as it says Europe serves as a warning https://t.co/6KVNbHFxPo""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Eight significant clusters have closed this is unchanged from yesterday. A cluster is considered to be closed when there have been no new cases for two incubation periods (i.e. 28 days) from the date when all cases have completed isolation. #covid19 #COVID19 #covid19nz""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Some of the testing fall off is attributable to IT trouble in MA today and storm-related closures in FL. Still the problem is broader. Weekly testing declined for the first time ever in our dataset. https://t.co/50oeo4GU0l""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @drharshvardhan: It was noted that despite being resource constrained and densely populated timely #lockdown &amp; rapid augmentation of in""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#CoronaVirusUpdates: Total #COVID19 Cases in India (as on September 21 2020) 80.12% Cured/Discharged/Migrated (4396399) 18.28% Active cases (1003299) 1.60% Deaths (87882) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/WZoqIaCUyu""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""325 new cases of #COVID19Nigeria; Lagos-87 FCT-49 Gombe-28 Ebonyi-20 Plateau-19 Kwara-18 Enugu-17 Imo-12 Rivers-12 Kaduna-11 Ogun-10 Edo-9 Oyo-9 Ondo-8 Osun-8 Ekiti-4 Borno-1 Kano-1 Bauchi-1 Nasarawa-1 48770 confirmed 36290 discharged 974 deaths https://t.co/0SI1CE4DAR""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Out total number of confirmed cases to date is 1378.  Yesterday our labs processed 10487 tests. Our total number of tests completed is 750808.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. States reported 777k tests 43k cases and 619 COVID-19 deaths. Nationally testing appears to be increasing again. https://t.co/pzTrTruOpg""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @DrNancyM_CDC: CDC estimates that between Oct 1 and Feb 29 at least 20000 people died because of #flu. CDC recommends prompt treatment""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our daily update is published. States reported 696k tests and 52k cases. This marks the first time since July 13 that states reported fewer than 700k tests. There were 1176 COVID-19 deaths reported. https://t.co/I4l8untf5A""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We are now looking at our surveillance data with a bit more depth. About 50% of all #COVID19 cases are reported in 10 high incidence local government areas. We will focus our resources in areas where theyre needed the most #virtualconferenceafrica ~ @Chikwe_I https://t.co/W87gOZl9QH""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""RT @PIB_India:  India's recovery rate nears 72% with 53322 patients recovering in the last 24 hours  Case fatality rate stands at 1.9""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Our combined total of confirmed and probable cases remains at 1504.  The number of recovered cases is 1482.  There are no additional deaths to report.  There is no one in New Zealand receiving hospital-level care for COVID-19.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#IndiaFightsCorona 1141 deaths have been registered in the past 24 hours. 83% of these are from 10 States/UTs. https://t.co/4ixD6H0ACS""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""From June 10 to July 10 these five states have seen generally rising cases and steadily increasing hospitalizations. https://t.co/FVvJQLX0f7""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""WHO: \""We recommend systemic corticosteroids for the treatment of patients with severe and critical #COVID_19\"" which could be lifesaving. https://t.co/R4HNTnEEwD""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""#COVID19 seems to spread more easily between people in close quarters such as ships. US @StateDept recommends all travelers especially those who are older or have underlying health issues defer all #cruise ship travel worldwide. https://t.co/17jMJBxJxU https://t.co/K6nZjHWJGj""}, {""role"": ""assistant"", ""content"": ""True""}]}"
