"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Arab League to hold emergency meeting on U.S. plans to recognize Jerusalem as capital of Israel. Palestinians and Jordan had requested the meeting which will take place on Saturday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Honduran President Juan Orlando Hernandez on Wednesday edged ahead of his TV star rival. With 81.77 percent of the ballot boxes counted, the election tribunal said both Hernandez and opposition candidate Salvador Nasralla had won 42.17 percent.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. political affairs chief Jeffrey Feltman met with North Korea s Ambassador Ja Song Nam. He told him Pyongyang must  desist from taking any further destabilizing steps. The country launched another ballistic missile.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The United States urged election authorities to review the results of Sunday s vote in Honduras without undue delay. It s critical that Honduran election authorities be able to work in a free and transparent manner without interference.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lebanese Prime Minister Saad al-Hariri says he will withdraw his resignation next week. Hariri announced his resignation from Saudi Arabia on Nov. 4, then put it on hold last week.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Egyptian PM Ahmed Shafiq says United Arab Emirates has barred him from traveling. He said earlier he had planned to return to Cairo in the coming days from his current location. UAE officials could not be immediately reached for comment.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""French President Emmanuel Macron says he is counting on U.N. Security Council members China and Russia to step up sanctions on North Korea. \""I once again condemn with the greatest force the missile launch yesterday and now we must increase sanctions,\"" he said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN aired footage that appeared to show men being auctioned as farm hands in Libya. Libya s U.N.-backed government has said it is investigating. Nigeria had started bringing back home all Nigerians stranded in Libya and elsewhere.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea said it had successfully tested a new intercontinental ballistic missile. The latest test was the highest and longest any North Korean missile had flown. Britain is a permanent member of the U.N. Security Council.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish President Tayyip Erdogan and German counterpart Frank-Walter Steinmeier discussed the need to improve ties. Erdogan briefed Steinmeier about a summit on Syria s conflict held by Turkey, Russia and Iran in the southern Russian city of Sochi on Nov. 22.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rafael Ramirez, a former oil czar turned U.N. diplomat, had been sacked. Sources say he was sacked amid a broad oil industry anti-corruption campaign. Venezuela has not officially notified the United Nations of any changes.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Venezuelan vice president says he hopes Nicolas Maduro will be re-elected as president in 2018. Clearest indication yet that the unpopular leftist will run for another term despite economic crisis.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russia accuses U.S.-led coalition in Syria of trying to partition the country. Russian Ambassador Vassily Nebenzia was cited as complaining. He said coalition was discussing measures to restore the economy with the new bodies.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Three or four attackers on two bikes shot at members of minority Shi ite community. A member of Pakistan s domestic Intelligence Bureau among the worshippers. Four other people were being treated for bullet wounds, police said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Talks on the role of the EU s top court to ensure EU citizens rights in Britain have stalled. Guy Verhofstadt also said that Britain had to ensure common rules between Northern Ireland and Ireland.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump was wrong to have posted anti-Islam videos on Twitter. The videos were originally published by a leader of Britain First, a fringe, far-right party. Britain First seeks to divide communities through their use of hateful narratives.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Croatian Prime Minister Andrej Plenkovic says he regretted death of Slobodan Praljak. War commander of Bosnian Croat forces died after he drank poison in The Hague. He drank poison seconds after a United Nations judges turned down his appeal.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish jets have frequently targeted PKK fighters in northern Iraq. Kurdistan Workers Party (PKK) waging an insurgency in southeast Turkey since 1980s.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The United States plans to impose additional sanctions against North Korea. Pyongyang said it had it successfully tested a new intercontinental ballistic missile. North Korea could now reach the U.S. mainland with its nuclear weapons.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Xi made the comments in a phone conversation with Trump. Trump urged the Chinese leader to exert pressure on North Korea. Pyongyang said it successfully tested a new intercontinental ballistic missile.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump said additional major sanctions would be imposed on North Korea. Pyongyang said it had tested a new intercontinental ballistic missile.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump called on Chinese President Xi Jinping to exert Beijing s pressure on North Korea. Trump emphasized the need for China to use all available levers to convince North Korea to end its provocations.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dutch police have declared the courtroom where a Bosnian Croat war crimes defendant said he drank poison a crime scene. Slobodan Praljak, 72, was receiving medical treatment while judge Carmel Agius continued to read judgment.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""British negotiators are still working out a deal with the European Union, Treasury minister Liz Truss says. Truss calls reports that the government has agreed a sum of money to pay the Brexit bill  media speculation.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Talks are being made on how to avoid setting up a physical infrastructure on Northern Ireland s border after the United Kingdom leaves the EU in 2019. The EU has named the border as one of three issues on which sufficient progress must be made in order to allow progress to talks on a future trade agreement.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michel Barnier says EU must be united in dealing with Britain on its withdrawal from the bloc. No deal would be a very bad deal,  Barnier said in a speech to Germany s BDA employers association.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korean leader Kim Jong Un personally guided the missile test. He described the new vehicle as a  breakthrough. Observers and analysts cast doubt on North Korea s ability to master the technology.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Deputy Prime Minister Mehmet Simsek said Turkey will do whatever is necessary if its banking sector is affected by the U.S. trial of a Turkish bank executive. He was speaking at a conference in Istanbul. SimseK said Turkey s banking sector has a great capacity to deal with shocks.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michel Barnier says he is still working to reach agreement with Britain about its exit from the bloc. Reports suggest Britain has offered to pay much of what the EU is demanding to settle a divorce bill.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Settling the border with Northern Ireland has become one of the main sticking points in Britain s talks on leaving the EU. Britain wants to reach an agreement with the European Union that would secure a frictionless border.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Abe raised the possibility of attending the games during a telephone call with South Korean President Moon Jae-in. They said they would  no longer tolerate  North Korea s increasing security threats and would tighten sanctions and pressure against it.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""German Chancellor Angela Merkel says Germany needs to keep non-wage costs below 40 percent. Merkel is currently trying to form a new coalition government after September s election. She is expected to start coalition talks with the Social Democrats.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Germany strongly condemns North Korea s latest ballistic missile test. Foreign Minister Sigmar Gabriel says he will summon North Korea's ambassador. North Korea has again breached international law, Gabriel says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The blast shook the Khor Maksar area of Aden. The force of the blast also shattered windows of adjacent houses. Ambulances were seen racing to the scene, as sounds of gunfire were heard.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea fired what appeared to be an intercontinental ballistic missile. The missile landed close to Japan. China hopes all parties act cautiously to preserve peace and stability.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bali airport will reopen on Wednesday afternoon, authorities said. The airport was closed for two days after a volcanic eruption spread ash across the island.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Islamic State claims responsibility for a car bomb attack outside the offices of the Yemeni finance ministry. Hospital officials said at least two people were killed in the explosion.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Islamic State claims responsibility for a car bomb attack outside the offices of the Yemeni finance ministry. Hospital officials said at least two people were killed in the explosion.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The missile is the North s most powerful ever, and it flew 950 km (590 miles) for 53 minutes. It reached an altitude of 4,475 km (2,781 miles)""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea will make an announcement at 0330 GMT, South Korea s Yonhap news agency says. Announcement follows launch of what appeared to an intercontinental ballistic missile.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""South Korea s President Moon Jae-in said on Wednesday North Korea s missile technology seems to have improved. Moon made the remark to U.S. President Donald Trump in a phone call, his office said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""South Korea s Joint Chiefs of Staff said they presume North Korea fired a Hwasong-14 long-range ballistic missile. A military spokesman told Reuters he could not confirm the report.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Senior Saudi Prince Miteb bin Abdullah was once seen as a leading contender to the throne. He was freed after reaching an acceptable settlement agreement with authorities paying more than $1 billion.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. President Donald Trump and Japanese Prime Minister Shinzo Abe agreed to boost their response to North Korea s missile program. Pyongyang fired what Japan said appeared to be an intercontinental ballistic missile into waters in Japan s exclusive economic zone.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The U.S. State Department says municipal elections in Cuba over the weekend were flawed. Authorities used  intimidation, arcane technicalities and false charges to keep independent candidates off of the ballot.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""South Korea s President Moon Jae-in condemns North Korea's latest ballistic missile launch. Moon added that there is no choice but for the international community to continue applying pressure and sanctions.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""French President Emmanuel Macron condemned what appeared to be an intercontinental ballistic missile test conducted by North Korea. Macron called for greater pressure on Pyongyang.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. Secretary of State Rex Tillerson strongly condemned North Korea s launch of an apparent intercontinental ballistic missile. He urged the international community to take new steps to press Pyongyang to halt development of nuclear arms.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea has been under U.N. sanctions since 2006 over its ballistic missiles and nuclear programs. Typically, China and Russia view only a test of a long-range missile or a nuclear weapons as a trigger for further possible sanctions.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea fired a missile that landed close to Japan in the early hours of Wednesday. It was the first test by Pyongyang since a missile fired over its neighbor in mid-September.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Syrian Kurdish PYD forces sprayed a Turkish border post with gunfire late on Tuesday. Turkey responded with artillery fire, private broadcaster CNN Turk said. Turkey views the PYD and its armed YPG affiliate as offshoots of the PKK.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea fired a missile that landed close to Japan in the early hours of Wednesday. It was the first test by Pyongyang since a missile fired over its neighbor in mid-September.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A British government official cast doubt on a newspaper report on Tuesday. The report said Britain and the EU had reached a financial settlement of between 45 billion and 55 billion euros.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The UK has agreed to fully honor its financial commitments to the European Union, the Financial Times reported. The UK's net payments on the liabilities, discharged over many decades, could fall to less than half that amount.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Britain seeking to build on recent momentum in the divorce talks with the European Union. Britain and the EU have reached agreement on a divorce bill which is likely to total around 50 billion euros.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea fired one ballistic missile from Pyongsong, a city in South Pyongan Province. South Korea and the United States are currently analyzing what type of missile North Korea was fired.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea has fired an unidentified ballistic missile, U.S. officials say. Launch would be North Korea s first since it fired a missile over Japan in mid-September.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pentagon says it has detected a probable missile launch from North Korea. Spokesman says probable launch was detected at 1:30 p.m. EST.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Syrian government has accepted a Russian suggestion of a ceasefire in the besieged rebel-held enclave of Eastern Ghouta. U.N. Syria envoy Staffan de Mistura: \""We were and are very concerned about it\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pence made the comment in remarks at Israel s Mission to the United Nations. Trump has vowed to move the U.S. Embassy to Jerusalem. In June he signed a waiver to keep it in Tel Aviv.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Roadside bomb kills at least eight civilians including three women and a child. Victims were going from Maroof district center to their village when bomb hit their car. Roadside bombs responsible for about 18 percent of civilian casualties this year.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Syrian government and opposition negotiators meeting in Geneva this week. They will have the chance to hold direct talks for the first time, but it is not clear if they will take it.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s Deputy Prime Minister has to resign or else she will force a snap election. Jim O Callaghan is a senior member of the opposition party propping up the country s minority government.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""French President Emmanuel Macron says he will ask European leaders to help evacuate Africans in danger in Africa. Reports appearing to show African migrants being traded there sparked an international outcry.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Emmanuel Macron says he came from a generation that would not tell Africans what to do. Macron is on a three-day visit to West Africa that includes an EU-Africa summit.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kenyan President Uhuru Kenyatta says any African can get a visa on arrival in Kenya. He says the move is designed to cement African ties.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Greek police found bomb making equipment and detonators during an early-morning raid at three addresses in Athens. Nine persons were being questioned, police said. Earlier police officials told Reuters the individuals were being quizzed for alleged links to DHKP/C.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The delegation will be headed by Syria s U.N. ambassador and chief negotiator Bashar al-Ja afari. The delegation had delayed its planned departure to the talks set to begin on Tuesday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Uhuru Kenyatta was sworn in for second, five-year term on Tuesday. He won a repeat presidential election on Oct. 26 after opposition leader Raila Odinga boycotted the vote. Police prevented opposition leaders from holding a rival gathering.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Independent cabinet ministers say uncertainty over future of deputy PM is grave. Independent Alliance group would not comment on whether deputy prime minister should resign.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""No firm date has been set yet for a Congress of Syria s peoples proposed by Russia. Kremlin spokesman Dmitry Peskov: Main thing is to properly prepare and agree the lists.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mexico s outgoing finance minister Jose Antonio Meade says he will seek the presidential nomination of the ruling Institutional Revolutionary Party.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Turkish President Tayyip Erdogan says he will hold another phone call with U.S. President Donald Trump this week. Erdogan also said Turkey s National Security Council (MGK) will discuss a statement by the Pentagon on the provision of weapons to Syrian Kurdish militants.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.N. Special Envoy for Syria Staffan de Mistura has received assurances that the Syrian government delegation will attend peace talks in Geneva this week. Earlier the pro-Damascus Syrian newspaper al-Watan reported that the government delegation to U.N.-backed talks has not yet left Damascus.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""North Korea may announce the completion of its nuclear program within a year. Experts think North Korea will take two to three more years. Unification Minister Cho Myoung-gyon: \""We cannot rule out the possibility\""""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Kenyan police fire teargas to try to control a crowd of thousands of people trying to force their way into a stadium. In a separate part of the capital city, where opposition leader Raila Odinga had planned to hold a rival meeting, police sealed off the area.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Grenade thrown at French soldiers in Burkina Faso capital of Ouagadougou. Incident happened shortly before arrival of French President Emmanuel Macron. Two hooded individuals threw the grenade from a motorbike before fleeing the scene.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s Deputy Prime Minister resisted calls to resign in a crisis that has left the country on the brink of a general election. Fitzgerald said on Monday it is up to an ongoing judge-led tribunal to judge her conduct.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""70 percent of ballots counted in Honduran presidential election. Opposition candidate Salvador Nasralla maintains a five point lead over President Juan Orlando Hernandez.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""U.S. plans to reduce military support for groups fighting Islamic State in Iraq and Syria. But that does not mean Washington will stop all aid to those groups, White House spokeswoman says.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Two attackers shot several civilians on Monday in the Nahrawan area southeast of Baghdad. One blew himself up and the other was killed by security forces. Local media reported at least 17 people were killed and 28 wounded.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
