Statement,Label
There has not been a Democratic woman in Congress from New Jersey in almost four decades.,True
The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,True
"Six of the 10 richest counties in the United States surround Washington, D.C.",True
"The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.",True
"About halfway through fiscal year 2009, Washington has run out of money.",True
Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.,True
The average age of members of the House of Representatives is 57 years old.,True
"At the same time gas prices have increased, the share of the oil market controlled by speculators has more than doubled over the past 10 years.",True
"Most federal employees do not have collective bargaining for benefits, nor for pay.",True
African-Americans dont use drugs at a higher level than whites but wind up going to prison six times more.,True
On offshore oil drilling.,True
"No one in Rhode Island -- not just children, no one in Rhode Island -- should eat more than one serving of freshwater fish caught in our state each month.",True
The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.,True
Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.,True
"The prosecution of state Sen. Don Balfour cost less than $100, excluding prosecutors salaries.",True
Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,True
Rhode Island continues to have the highest rates of substance abuse in the country.,True
"Texas AM University - Commerce offers counseling, safe spaces for students who are afraid of President-elect Trump.",True
"Wars in Afghanistan and Iraq have cost every U.S. family $45,000.",True
"Jerry Brown gave California state employees collective bargaining powers and now, state employees can retire at 55 with much of their salary for life.",True
Says Donald Trumps plan to repeal the estate tax would mean the Walmart Walton family would get a $53 billion tax break.,True
Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.,True
Oil companies can obtain an acre of public land for less than the price of a Big Mac.,True
"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.",True
"Says his father-in-law, former Gov. Linwood Holton, integrated Virginia public schools.",True
"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.",True
"The number of new businesses started per year has dropped by 100,000 during this presidents term.",True
More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their familys plan.,True
"As governor of Massachusetts, Romney reduced unemployment to just 4.7 percent.",True
"Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000.",True
"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested.",True
"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.",True
1.53 million jobs are at risk (from potential defense cuts).,True
"The Clinton Foundation took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.",True
Says Hillary Clinton once wanted a wall on the Mexican border.,True
"Obama ""closed offshore tax safe havens.",True
"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.",True
"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.",True
The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,True
"Since I was elected, crime rates have been at their lowest in over a decade.",True
"For every [coyote] they kill, the population will replace and usually multiply.",True
"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",True
Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,True
Says unemployment would be at 10 percent if people who have quit looking for work were included in federal labor force calculations.,True
Says Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.,True
"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	false	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	true	Florida leads the nation in elected officials charged with crimes.",True
Sherrod Brown has voted with Barack Obama 95 percent of the time.,True
"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.",True
"Over the last four years, 53 percent of black wealth has just disappeared.",True
Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,True
Debt doubled under Bush and now its tripling under Barack Obamas watch.,True
"Since Florida passed the stand your ground law in 2005, deaths due to self-defense have jumped over 250 percent.",True
Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,True
Republican House candidateMarilinda Garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check.,True
"Says Americans invented Pong, Space Invaders and the iPhone.",True
The rate of uninsured Americans (is) 8.8 percent.,True
"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",True
Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,True
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,True
SaysBernie Sanders voted for what we call the Charleston Loophole.,True
"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",True
The No. 1 cause of childhood deaths is preventable accidents.,True
(Jeff) Atwaters bank was so weak that just a few months ago it was shut down by the FDIC.,True
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,True
57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,True
"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.",True
We are within the margin of error.,True
State support for local schools per pupil has decreased by at least 25 percent over the past decade.,True
Each [Corbett administration] budget finished in the black.,True
"Says Hillary Clinton promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didnt they come, but they lost so many jobs.",True
A couple of hundred American cities are infested by members of the Mexican cartels.,True
Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,True
Paul Ryan cut embassy security in his budget by $300 million below what we asked for.,True
Ponzi schemer Scott Rothstein gave hundreds of thousands of campaign cash to control Crists appointments of key state judges.,True
Says Donald Trump said a woman should be punished for exercising her right to choose.,True
"Senator Chris Dodd, chairman of the Senate Banking Committee, placed an amendment in the stimulus bill that allowed for banks bailed out with taxpayer money including AIG to hand out huge bonuses.",True
"Decorated Marine, two-tour Iraq war vet.",True
Says Donald Trump said the U.S. should encourage Japan to get nuclear weapons.,True
"Since parole abolition, Virginias crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and thats the second lowest in the country.",True
Says Hillary Clinton plans to massively increase admissions (of Middle East refugees) including a 500 percent increase in Syrian refugees coming into our country.,True
"If you look at the jobs lost in the private sector as opposed to the job gains in the public sector, its out of whack. The governments growing and the private economys shrinking.",True
"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.",True
"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.",True
The Obama administration went to court to keep one of these five in jail at Guantanamo just three years ago because he was such a huge risk.,True
Says Israel profiles based on ethnicity and does it very successfully.,True
Says Sherwin-Williams is making lead paint and poisoning people around the world.,True
"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.",True
"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.",True
Says Indiana Gov. Mike Pence denies that theres such a thing as evolution.,True
Insurance companies have seen their profits soar by more than 400 percent since 2001.,True
"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.",True
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,True
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,True
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,True
"By eliminating the public intervenors office, I was the first one to fire Kathleen Falk.",True
Says Rick Santorum voted to let convicted felons vote.,True
The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.,True
Says Republicans want to cut education by 25 percent.,True
Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats.,True
80 percent of the American people havent gotten a pay raise since the crash.,True
"(Since 1990)every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.",True
Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot.,True
On opposing legislation that would take away existing health care plans.,True
"As a sign of extraordinary progress, there are half as many (primary-age) children out of school today as there were 15 years ago.",True
"Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.",True
"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",True
Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.,True
More people have watched Morning Joe than CNN and HLN 5 years in a row.,True
"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",True
Most state employees did not receive any pay raise from 2009 to 2012.,True
Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down.,True
Says public education will get more money in 2012-13 though lawmakers cut $15 billion in overall spending.,True
We have completely turned our economy around.,True
"Theres only three countries in the entire world wheretheres no paid vacation by law, we happen to be one of them.",True
"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award",True
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,True
"By releasing only basic tax information, former U.S. Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state.",True
"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",True
"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",True
The number of people who believeinsocialism ...is increasing.,True
"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.",True
Were already bombing seven countries.,True
"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.",True
Says the federal government tells health insurance companies how much money theyre allowed to keep of what they receive in revenues -- 15 percent.,True
"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.",True
Says Hillary Clinton helped get done the Childrens Health Insurance Program.,True
Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,True
"Says Rep. Maxine Waters, D-Calif., only needs about 40,000 to 50,000 votes to win election to Congress compared with the 120,000 votes King needs, because Waters has a higher immigrant population.",True
We expanded charter schools.,True
Very few men outlive their own fertility.,True
Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.,True
Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,True
Ive taken on the federal government and won.,True
"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for.",True
Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.,True
Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,True
"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",True
"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.",True
When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,True
"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.",True
President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.,True
Says 56 percentof (the U.S.-Mexico) border is not under our control.,True
"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members.",True
I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,True
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.",True
"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",True
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,True
"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times",True
"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union.",True
"Hillary Clinton ""has the only health care plan that covers every American.",True
"In 40 years of broadcast, I have never endorsed any candidate.",True
"In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14.",True
"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five.",True
"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not.",True
"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.",True
"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading.",True
Georgia has more illegal aliens than the state of Arizona.,True
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",True
"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",True
"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",True
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,True
Nearly 46 million Americans don't have health insurance coverage today.,True
Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.,True
"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.",True
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,True
"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",True
"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.",True
More than 40 percent of sales nationally are made without background checks.,True
"The omnibus spending bill has 9,427 pork barrel items.",True
CEOs now earn 431 times what their workers earn.,True
"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one.",True
We cut taxes 24 times.,True
Almost 1 million children ... have no health insurance in this state.,True
"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",True
Says his budget plan would cut our deficits by $4 trillion.,True
"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",True
Marijuana is less addictive than both alcohol and tobacco.,True
70 percent of Americans believe that we are on the wrong path.,True
Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,True
Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.,True
"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",True
A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage,True
HIV/AIDS is dramatically on the rise in the U.S. South.,True
"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",True
"Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about.",True
"By 12th grade, more than 3 out of 10 girls have been pregnant at least once.",True
"The United States is about to have the smallest Army since before WWII, the smallest Navy since WWI and the smallest Air Force ever.",True
Illegal immigration costs Georgia $2.4 billion a year,True
California is home to the largest death row populationin the Western Hemisphere.,True
A private school tax break in the Wisconsin state budget is the most generous in the nation.,True
"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",True
"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",True
"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",True
"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",True
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,True
"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.",True
"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",True
Says the state budget includes spending on commercials for Fortune 500 companies.,True
Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.,True
"Since President Obama took office, 2 million jobs. Gone.",True
"Health insurance premiums ""have almost doubled ... since 2000.",True
"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.",True
"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt.",True
"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns.",True
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,True
Weve had a dramatic drop in violent crime since this law (stand your ground) has been in effect.,True
My recommended budget includes $1 billion in new state funding for education.,True
"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s.",True
"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read.",True
Proposed federal regulations would affect every streetsign in the country,True
"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.",True
"Scott Maddox is a ""lobbyist.",True
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,True
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.",True
"Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.",True
"The National Science Foundation awarded $700,000 to fund a climate change musical.",True
Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.,True
"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",True
Why didnt (uninsured Americans) buy insurance? Because of the expense.,True
"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead.",True
"Congress just passed another huge, pork-filled spending bill. The Democrats allowed less than a day to read all 3,400 pages and stuffed it with nearly 10,000 earmarks costing about $10-billion dollars.",True
This census is also the shortest and least intrusive count in modern history.,True
I have disagreed strongly with the Bush administration on this issue of global warming.,True
Says Donald Trump has saidhewould be neutral between Israel and its enemies.,True
Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,True
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.,True
There are more poor people today as a percentage of our population than the 1970s.,True
"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital.",True
Says taxes paid by the poorest residents of Texas are above the national average.,True
New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.,True
The federal government regulates the holes in Swiss cheese.,True
Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,True
Says Texas is last in workers compensation coverage.,True
"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",True
"In the 2011 legislative session, DEQs budget was cut 18.5 percent a disproportionate cut compared to other natural resource agencies.",True
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",True
Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy.,True
$700 billion was robbed (from Medicare) to pay for Obamacare.,True
DUI arrests dropped significantly in Tampa once Uber began operating here.,True
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",True
The health care reform plan being proposed in Congress would mean big tax increases.,True
"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.",True
Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government.,True
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,True
Ive even cut my own salary -- twice.,True
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,True
"When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12.",True
The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.,True
We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,True
"By 2006, the American people were overwhelmingly against the Iraq War.",True
"As mayor, [Allan Fung] raised taxes three times.",True
"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",True
"In North Carolina, paid family leave is more popular than college basketball.",True
44% of homeless people are employed.,True
"Sen. Johnny Isakson voted for a trade agreement, with China costing Georgia 93,000 jobs.",True
"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",True
"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",True
Says he cut taxes by more than $600 million when he wasgovernor.,True
The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.,True
The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.,True
Says Marco Rubio voted against the bipartisan Violence Against Women Act.,True
Says John Loughlin voted to let people accused of domestic violence keep their guns.,True
The state of Florida has seen double-digit drops in alcohol use among teens.,True
"Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000.",True
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,True
Said that his batting average with Congress is higher than every other president since Dwight D. Eisenhower except Lyndon Johnson.,True
Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.,True
"Historically, Senate ratification of arms control treaties has been bipartisan.",True
Our rainy day fund has gone from 89 cents to $240 million.,True
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,True
"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.",True
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",True
"Says enrolling a student in a subsidized lunch program triggers an at risk designation, resulting in an extra $6,000 to $7,000 of state school aid per student.",True
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,True
(My dad) used to campaign against the gas-guzzling dinosaurs.,True
Says President Obama waited two weeks to call the attack in Libya terror.,True
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",True
Says Jeanne Shaheen has voted with the president 99 percent of the time.,True
President Clinton reduced the scale of our military dramatically.,True
We now have the greatest income inequality since the Great Depression.,True
The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.,True
All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.,True
"Today, when people retire in Galveston County, Texas, they retire making at least 50 percent more than they would ever get out of Social Security.",True
"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited.",True
Says the 3C Corridor train would have taken an hour and 15 minutes longer to carry passengers across Ohio than it would have taken on a New York Central train in 1935.,True
Says Rick Perry wrote a newspaper item saying he was open to amnesty for illegal immigrants in the United States.,True
"Says Republican U.S. Senate candidate Ted Cruz opposes the DREAM Act, which is supported by 85% of Latinos.",True
I am a candidate. I have not withdrawn.,True
The majority support (raising) the minimum wage.,True
Says Mitt Romney had millions in a Swiss bank account.,True
Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,True
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,True
Marco Rubio opposes extending unemployment benefits.,True
Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.,True
"According to one study, the minimum wage today is worth $2 less than in 1968.",True
Says U.S. Senate candidate Adam Hasner cited his efforts to weaken pro-life and school choice legislation as unequivocal proof that hes a moderate.,True
Science is very certain that the measles vaccine doesnt cause autism.,True
Says Republican U.S. Senate candidate Tommy Thompson supports massive tax cuts for corporations that outsource Wisconsin jobs.,True
We have cut taxes more than 40 times in four years.,True
A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,True
"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",True
"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties.",True
Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.,True
The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,True
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",True
"Under my predecessor, they cut funding for education, but they didnt give them anything in return to make up for that, leading to less money for school districts",True
"George Allen voted for 40,000 earmarks.",True
Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.,True
New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin.,True
Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.,True
Says Democratic recall opponent Mahlon Mitchell sent a letter encouraging folks to boycott more than 100 companies.,True
A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.,True
The Trans-Texas Corridor is dead.,True
If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.,True
Virginias educational level among whites is higher than Georgias.,True
Its been nearly three weeks since the president has commented on questions about possible hidden wait lists at veterans hospitals.,True
"41,200 veterans in Florida dont have health care because Scott didnt expand Medicaid.",True
"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel.",True
Says the typical homeowner will pay $4 more per month if library district passes.,True
Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.,True
Five members of [the Common Cause Georgia] board accepted maximum campaign contributions.,True
The U.S. has the highest unintended pregnancy rate of any Western industrialized country.,True
Bill White used D.C. connections from his job in the Clinton administration to form a company that did business in the Middle East and defaulted on a $60 million loan.,True
"Says his promise of 250,000 new private sector jobs was a big goal.",True
One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.,True
More than three women per day lose their lives at the hands of their partners.,True
Ninety percent of people living in Gaza dont have access even to water.,True
Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.,True
"America has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.",True
[Former Georgia congressman] Bob Barr voted ... to raise his own pay.,True
Says Mitt Romneys plan calls for a $5 trillion tax cut.,True
Louisianas film incentives program is so big they actually shot an upcoming film initially titled Dont Mess With Texas in New Orleans!,True
"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.",True
It is estimated that Arizona has lost more than $100 million in hospitality industry revenues since passage of the Arizona immigration laws.,True
The Seattle Times called Patty Murray a prolific sponsor of earmarks. Patty even defended the Bridge to Nowhere.,True
Theres going to be a slowdown and delays in flights as a result of the sequester.,True
Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.,True
"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.",True
