"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jill Stein is no stranger to breaking the law. A North Dakota Judge is charging her with criminal trespass and mischief during protest against a pipeline project.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "".com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dinesh D Souza talks about his new movie HILLARY S AMERICA. Dinesh explains why his historically correct movie casts the truth on the Democrats racist roots. He also discusses his time in prison and much more.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Democratic Party does nothing other than play identity politics and further divide the country. What a disgusting, out of touch racist she is.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The protesters are breaking all the rules and creating total chaos at every turn during the Dem convention. It is truly a case of the liberals eating their own! Fun to watch!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Narcissist isn't a strong enough word to describe this twisted little man.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Dems are so out of touch, says former President Barack Obama.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wikileaks releases DNC voicemails. Some of them are pretty funny. The news reporting the news is shocking.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The problem is, you keep running back to  Massa Hillary can you give my people some handouts?' If Hillary is the answer is your answer, you up sh*t creek without a paddle!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Keeping anyone who disagrees with Hillary in a caged area is the American Democrat way. It s just cleaner that way.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mary Bayer was caught on undercover video explaining how Hillary will deceptively take guns away from Americans. This is just one more reason EVERY American should turn away from the gun grabbing Hillary Clinton!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A protester threw water on Geraldo and he immediately was ready to jump into with the person. It couldn't have happened to a more pompous a@@!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""1/2 empty #Demexit. The Queen of the DNC is in big trouble. 1000+ Berners walked out. CA is GONE  UT Gone Oregon Gone ..& more.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""What a crazy group of professional agitators and political scumbags this has been REALLY entertaining and a bit creepy too\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Black protesters at the DNC are making their voices heard, and the one thing that is clear, is that Crooked Hillary is NOT getting their vote. Funny thing is, their saying they ll vote for Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Video of Congressman Alan Grayson going off on a Politico reporter released. Grayson appears to be such an elitist and a pompous a @@ when addressing the reporter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Black Lives Matter protesters protest at the DNC with the sign 'Hillary, delete yourself'""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine Pirro rips into Crooked Hillary for her collusion in rigging the election process so she would come out on top.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michelle Obama said in 2008 on the campaign trail: \""We re going to have to change our traditions, our history\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary knew the child rapist was guilty, yet she still voluntarily worked to get him off on a legal technicality. Hillary s response to the court in this case was:  This girl seeks out older men. This person is mentally unstable. This girl had made up rape charges before. NONE of it was true!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bitter Mooch was proud of her country last night at the DNC. The Democrat party should feel good about the fact that it took several innocent cops lives to be lost, riots, race wars and cities being burned down.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We asked the question yesterday in more of a tongue-and-cheek manner. That was before we saw the serious question that had just been asked of Hillary by reporters.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Julian Assange tells what he ll do next and what motivates him. He also believes Trump will be great for freedom of the press in America.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Democrats voted to remove God from the party platform at the 2012 DNC.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lefty Bernie Supporters chant  HRC has got to go! in the streets of Philadelphia during the DNC Convention.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""DNC Chairwoman shouted down during opening remarks today Wikileaks!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump is a very animated speaker. He does seem to have a whole second language thing going on with his hand gestures. This great little animated illustration helps to decode Trump s second language.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At About the 14:00 minute mark you ll hear the ridiculous explanation for why Obama stopped using the term  radical Islam. We wouldn t want to offend any of the people blowing us up, would we? This guy is such a total jackwagon!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""WikiLeaks released documents that appear to show party officials planning which donors and prominent fundraisers to provide with appointments to federal boards and commissions. The documents, which were circulated among top DNC officials in April, could raise legal questions for the party.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Debbie Wasserman Shultz was booed off the stage at her own Florida delegation breakfast.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The only Presidential candidate who travels with a full-time physician has what appears to be some sort of seizure.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Clinton Cash will be released just days before the Democratic National Convention in Philadelphia, PA. MSNBC calls the movie  devastating  for presumptive Democratic nominee Hillary Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Larry Glick (Executive VP- Development at Trump Organization) shared the picture on his Instagram page. Donald trump gave Mike Pence a beautiful new plane to use for campaigning.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""MSNBC isn't the only leftist cable news network to be shocked by the most recent polls. CNN, the most biased political media source there is, polled its viewers, & even they agree WE NEED Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There s a time for everything, and cracking jokes about your kids in he middle of an address to the world about another horrible terrorist attack is probably not the right time. If someone Obama loved was killed in a brutal terrorist attack, would he still be cracking jokes?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama lies and spins his way through a BS speech. SICKENING! Obama's lies and spin are sickening.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump made a dig at Hillary during his acceptance speech at the Republican National Convention.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The expectations were high for Ivanka Trump s speech. She far exceeded them with her grace, class and great delivery.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will have live coverage of President Obama's State of the Union address. Watch the speech live at 8 p.m. ET.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pastor Mark Burns is such a fantastic speaker. He gave a great speech tonight but the three words he spoke will drive BLM crazy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN asks a Trump supporter the wrong question and they get an earful. This is hysterical!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Laura Ingraham reminds the Never Trump people that they had better vote for Trump or it s another 4 years of decline.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""The best unity I saw was everyone booing him off the stage,\"" Donald Trump Jr. said. \""The number one goal is to make sure we beat Hillary Clinton\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dana White, Ultimate Fighting Championship President, speaks at the Republican National Convention in Cleveland, Ohio. White says he respects Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A protester at the RNC attempted to light the American flag on fire in a pitiful; attempt at anarchy. She couldn't even light the flag but the beautiful thing is the police step in and yank her up like a rag doll.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama was called out during a Dem debate for plagiarism but dances around the topic calling it  silly season in politics then pivots to hope and change. Classic Obama!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Rudy Giuliani delivered a fantastic speech at the RNC in Cleveland. It s a good old fashioned barnburner of a speech.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump, Jr delivered a very powerful speech at the RNC. He hit on the topics of jobs and education but the main takeaway from his speech is his honesty.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Those who claim to have a crystal ball on who the nominee for the RNC will be Donald Trump will not be the nominee.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michigan passed to let New York state be the state to put Trump over the top. Donald Trump Jr. s floor speech casting the final votes for his father.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gingrich says Obama should have said more about race war 7 1/2 years ago. Gingrich calls Obama's response to two shootings of police officers \""pathetic\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Danish press sees through our idiotic president who becomes a blithering robot when greeting world leaders really lame!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Marcus Luttrell gave a powerful speech last night at the GOP Convention. It was honest and warned the next generation about the future of terrorism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This video is one to share because it takes every comment and refutes it with facts. Don t you wish every political ad could be retweaked like this!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former British lawmaker Nigel Farage, who successfully led the Brexit campaign, shared his advice on how the GOP can win back the White House. Inspire and engage with real America, Farage said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This woman absolutely nails it. WOW This womanabsolutely nails it!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Shepard Smith was clearly po d when Bobby Jindal said that All Lives Matter. Smith totally lectured and insulted Jindal on live TV unreal!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cleveland police union chief calls on Ohio governor to declare state of emergency, suspend open carry firearms laws during RNC.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Baton Rouge, LA mayor on @MSNBC: Officers were responding to reports of \""shots fired\"" when they were ambushed by 1 or 2 shooters.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We love these guys! They were there during the Washington shut down and they ve been huge supporters of The Donald. Go get  em!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former New Black Panther leader Malik Shabazz promised violence on the Republican National Convention. This is the same man who called police officers  occupiers !""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. Elizabeth Warren (D-Mass.) is reportedly on the shortlist to be Hillary Clinton s running mate. Warren called Donald Trump and Indiana Gov. Mike Pence  two small, insecure, weak men.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The President and Secretary of State agreed that all parties in Turkey should support the democratically-elected Government of Turkey. The State Department will continue to focus on the safety and security of U.S. citizens in Turkey.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Coup in Turkey is the second largest economy in the world. The country's economy is one of the biggest in the Middle East.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We cannot allow the leftist media to control this narrative. Our freedom and our way of life is on the line. Share this video everywhere.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Literate translation of Cher s illiterate tweet: My  broken heart  (emoji translation) goes out to people of France. Translation: I m so sorry for your loss but wanted to use this  moment to point out I won an award.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""The lawless and in-your-face behavior that this  President  and his regime have been able to get away with is simply breathtaking,\"" she said. \""She [Lynch] could have answered every one of those questions, she just chose not to\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama is such a race baiter!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is probably the best seen from Judge Jeanine   she nails Obama!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Obama commented on the Dallas shooting proving he s totally divorced from reality. He states that it s hard to untangle the motives of the shooter. Perhaps he should listen to the video of the Dallas Police Chief stating directly that the suspect wanted to kill white people and cops.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""This is so epic and truthful! Bravo Bill O Reilly!\"" says one fan. \""I love it!\"" says another.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""FBI Director James Comey was literally destroyed today in his testimony on the Hill. What s even more damaging is the information about Hillary Clinton and her staff that Comey simply let go with no punishment at all. Comey commented that he felt like Clinton wasn't  sophisticated with classified information.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gowdy: \""No one knows how to question like Gowdy!\"" FACT CHECK: Gowdy has a history of asking tough questions.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Antonio Sabato, Jr. was on the street and was asked by TMZ about the Hillary e-mail verdict. The great thing is when they asked who he d vote for    I knew I liked this guy!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Supercut of Hillary vs Comey gets to the heart of why she should be indicted.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama stutters and stammers trying to talk about Trump: \u00a0\""Talk about a psych out!\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This has to be one of the best remix videos ever! It gets to the heart of the callousness and self-serving attitude of Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump spokesperson Stephen Miller hammers Hillary Clinton. You will love every minute of this!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": "" Comey says she was  careless but recommends no charges so Hillary s home free. Loretta Lynch has already said she ll go by the recommendation of the FBI.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Paul Joseph Watson is the bomb! He makes the greatest videos and cuts through the bull to get to the truth. Here s a great example of why America is the best: ""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""Boom! Boom! Boom!\"" is the sound of laughter. \""Boom!\"" is a popular sound effect.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Kennedy clan gathered at their Hyannis Port compound on Cape Cod over the weekend for their annual Fourth of July festivities, and took some time to attack Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is a great video of 4 minutes of Hillary lying and being the complete phony she s always been. Her  smart power  foreign policy when it comes to terrorism is more of the same failed Obama policy of coddling Islamic terrorism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Congressional Black Caucus is calling on its members to be as disruptive to Speaker Ryan as possible when the House returns for business on Tuesday. The plan involves members giving speeches throughout the day calling for further federal restrictions on the possession and use of guns.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 1991, Trump testified to Congress about that irrational exuberance. Trump said then, watch markets and if housing/building gets too loose, it could be reined in then. But instead they never reined it in and Dem s like Raines and Gorelick helped push NINJA loans.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. D AMATO (NY) was on the Sunday shows recommending what he would emphasize as a reason NOT to vote for Hillary. Hillary Allowed Russia to Take Ownership of US Uranium to Sell to Iran.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Missouri Muslims are upset because a candidate for governor is handing out ISIS Hunting Permit stickers. Wait a minute! If ISIS has nothing to do with Islam as CAIR claims then why would they object?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dorothy Woods is the wife of an ex-Navy SEAL killed in the Benghazi attacks. She responds to presumptive Democratic nominee Hillary Clinton s comments on the Benghazi reports.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
