"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Young illegal  dreamers and their parents flip off Trump supporters while yelling expletives you would expect to hear in a prison. Wearing sombreros and ironically holding signs reading  No hate,  screamed  F*ck you!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A recent AFL-CIO poll found that Trump has more support than Hillary and Bernie Sanders combined. Democrats are worried as more and more union members are supporting Donald Trump for president.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton was telling a story about how, in her view, Republicans don't tell the truth. She recalled an old radio ad she had heard while living in Arkansas.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Saturday Night Live was a lovefest for Bernie Sanders and an effort to make fun of Hillary Clinton. Once the Dems decide on a nominee, it ll be interesting to see how they treat the chosen candidate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama will have 17 days to nominate a far left justice to the Supreme Court. 11 of 12 previous recess appointments were approved by the senate. This would be his last eff-you to the American people before he leaves office.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Huma Abedin is the Muslim Brotherhood connected henchman of Hillary Clinton. She s also the wife of scandalous cad Anthony Weiner.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Cruz campaign uses a very creative rap song in the background to hammer home some brutal truths about Hillary. It Feels Good To Be A Clinton brilliantly points out the corruption, cover-ups and lies of the Clinton Crime Syndicate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Social media went crazy last night when a photo of a wrinkled and discarded American flag was posted with this caption: With many hours to go, Clinton s staff has flags ready for their election night party.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bill likely misspoke kinda like, I did not have sexual relations with that woman. It s probably just a big misunderstanding.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tomi Lahren gives the best ever response to Obama s pro-Muslim speech at a radical Mosque.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump is not your traditional Republican candidate. So anyone who expected him to appeal to only the traditional Republican voter is going to be in for a YUGE surprise.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Trump wins big in New Hampshire in what is an anti-establishment revolt. America is 100% FED Up! with the status quo in Washington.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""At least two men wore Settle For Hillary t-shirts that utilized the official logo and font of Hillary Clinton s presidential campaign. Jeff Bechdel, the communications director for America Rising, a Republican PAC focused on conducting and distributing opposition research, posted a television screenshot of the t-shirt on Monday night.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""2 Corinthians 9:7 Each one must give as he has decided in his heart, not reluctantly or under compulsion, for God loves a cheerful giver.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Beyonce has released new single Formation along with an accompanying music video. The clip features shots of Bey lying on top of a sinking New Orleans police cruiser as well as a graffiti wall that says,  Stop shooting us.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""About 50 Middle-Eastern migrants, who had been expelled to Russia from Norway, began to harass girls at a club in Murmansk. A mob of Russians then beat hell out of them. They realised too late they are not in the European Union.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ruben Rubio and Chris Christie got into a big brawl during the Republican debate.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Maybe Hillary should hire her top Aide Huma Abedin s husband. We hear he knows his way around Twitter, and isn't he out of a job?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We'd love to know what surprised you. Share your photos and videos with us.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gloria Steinem does pretty much everything she can to prove she s a big hypocrite in this interview with Bill Mayer.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is a WARNING FROM REAGAN: Those Voices Don't Speak for the Rest of Us. It rings truer than ever.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton and her Democrat friends got together for a rally today. Just a bunch of loony libs rockin  it out LOL!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Nebraska Senator Ben Sasse gives a fantastic answer when asked if he can explain conservatism. He s a rising star in the Republican party.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton said she would look at releasing the transcripts of her speeches to Goldman Sachs. John Podesta defends Clinton on Chris Mathews using the artful dodge.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump owns a heckler today at his sold-out event in New Hampshire. So many people at the rally reporters were locked out and there was a line of cars stretching outside the city limits.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""John Conyers said it s  unAmerican to stop illegal minors from crossing. He claimed that  illegals aren't committing an illegal act. Notice how he reclassifies illegals as refugees. This is what the left wants to do with illegals. If they all claim persecution then it s their ticket into the U.S.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Human rights attorney, Brooke Goldstein tears Muslim woman who attended the radical DC mosque with Barack Obama apart with facts. WOW! There aren't too many non-political people willing to stand up to the lies of Obama.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Republican presidential candidate Jeb Bush had to ask his audience to clap during a campaign stop in New Hampshire.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It s been said that Hillary Clinton isn t likable well. Here s exhibit A on why people aren't fans.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A woman was asked if she would vote for Hillary Clinton and the interview got an earful.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Andrea Tantaros is right on the money with her assessment of the National Review s unabated hate for Trump. Rich Lowry gleefully bashed Trump on Outnumbered for coming in second in Iowa.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A man with stickers on his face was the hit of the night with this Vine going viral.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Michael Moore seems to think that socialism is better than capitalism. He Tweeted out last night that socialism  is about fairness.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mark DICE goes out on the street in San Diego and asks people to sign a petition to help get Karl Marx on the ballot. Americans are clueless!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Bernie Sanders supporters at a recent rally were asked why they support him. They all seem to be in agreement that one of the primary reasons for supporting Bernie is because they believe he will stick it to the billionaire s.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Cruz is one of the few GOP candidates who in unafraid to speak out against government subsidies for energy. Cruz explains that the government should not be in the business of using taxpayer dollars to pick the winners and losers in the energy business.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary s got the governor of Iowa shaking in his boots. She s vindictive!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ed Henry of FOX News tells us tonight that Hillary Clinton lied again. Just hours before the very important Iowa Caucus, Hillary gives voters another reason not to trust her.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The two will meet privately in the Oval Office and there will be no formal agenda. Sanders is challenging former Secretary of State Hillary Clinton for the Democratic nomination for the November presidential election.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton dodges getting to the meat of the question regarding a non-disclosure agreement she signed when she became SOS. Notice in the interview how she talks about e-mails not being make classified. The kicker is that the emails do not have to be MAKED classified to be classified.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Left will stop at nothing to take our guns. Lying about how easy it is to get a gun through the gun show loophole seems to be a coordinated effort by the Left.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Cruz provided a funny moment during the Republican debate last night.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Is Donald Trump the only candidate in American history who is immune to criticism by his followers? Or are Americans so desperate to elect a non-politician who isn't beholden to the major donor class that they just don't care?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Video shows a State Department employee speaking about Clinton s handling of classified information.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We're pretty sure nothing has changed since the first day our entitled President entered the Oval Office. Thanks for the intel Mooch.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""For years now, Hillary has been able to avoid answering tough questions by simply cackling laughing. Ebony Magazine s editor-in-chief Kierna Mayo, doesn't appear to be willing to let Hillary off the hook so easily.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump said on Tuesday night that he is backing out of Thursday s primary debate. The decision comes with just days until the Iowa caucuses, which polls show very competitive between Trump and Sen. Ted Cruz.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ammon and Ryan Bundy, the brothers leading anti-government protesters occupying Malheur National Wildlife Refuge in Oregon, and several other people were arrested Tuesday in a confrontation with authorities. One person was dead, the FBI said.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Eric Trump gives a great interview on Fox and Friends this morning. He talks about Hillary, Ted Cruz, his dad s passion for fixing our nation.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Republican Congressman Tom Delay says the FBI is ready to indict. If the DOJ chooses not to indict, Hillary will be tried in the court of public opinion. This will be an interesting test for DOJ Director Loretta Lynch.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""An Atlanta Democrat makes some very valid points on what America needs to become better. She believes that Trump is her candidate. The woman is not a Republican.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Labour has chosen Sadiq Khan as its candidate for Mayor of Londonistan. Khan is a Muslim career politician with strong sympathies for Islamic radicals and extremists.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Morten Storm is a former CIA Double Agent who s shocked by the ineptness of our former Secretary of State. He said that during his time infiltrating Al Qaeda for the CIA if he had learned that U.S. government officials were treating highly classified intelligence so haphazardly, he would not have worked with them.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary didn't say hello or visit with anyone while at the airport.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""HAS AMERICA GONE STUPID? Warning!!!! this video will most likely offend the majority of the population. Enjoy this awesome rant and God bless America!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Feel free to use this in your memes, kids #DemDebate pic.twitter.com/9pEdFdGmYr  Justin Fenton tweeted.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The video has already received over 2 million hits in 2 days. The lyrics seem to have been inspired by Donald s  Trumpisms.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Turner jr. is stumping for Ben Carson. You ll love this!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Robertson Family patriarch has a list of criteria he used to determine who he would endorse for the next President of the United States.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gitmo detainee, who said he would kill Americans if he was released, has just been freed.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It turns out we re not as divided as people make us out to be Really?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tavis Smiley was on Megyn Kelly and was asked if the black community is better off after 7 years of Obama.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Many are being turned away, simply because the venue doesn't have enough seats. The live rally starts at 2pm EST.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A New Campaign Video was just released from the Donald Trump Campaign. A new campaign video has been released from\u00a0the Donald Trump campaign. What do you think?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Taya Kyle speaks to Obama regarding the illogical strategy of his new gun control measures.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The days of Hillary s past being  off limits  are officially over Bill s escapades and sexual assaults with various women throughout their marriage will all be coming out in this election. Stories about how Hillary threatened victims of Bill s sexual assaults are beginning to emerge. Hillary s closest friend, ally and top aide Huma Mahmood Abedin is also an enabler of a perverted husband, former Democrat NY Congressman Anthony Weiner.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dinesh made some frightening predictions in his blockbuster movie, 2016: Obama s America. Was he correct in his predictions?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ted Cruz is raffling off a 12-gauge Remington 11-87 with an engraving on the stock. To win the prize, contestants have to submit their name, email, zip code and phone number.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""You ll love this guy   he tells it like it is!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""I am a progressive. Awkward! I am a pro-gay.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama used a fake dramatic scene to promote his agenda. Obama was in the middle of his speech promoting socialized medicine, but somehow was able to see a woman behind him about to pass out.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Is there really any criminal or morally corrupt act they ve committed that the media doesn't consider  off limits? I think there s always a temptation to take the election away from people, so I m just gonna give it to them. -Bill Clinton s utterly incoherent answer to question about his perverted past.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN law enforcement analyst Art Roderick explained to CNN host Brian Stelter, armed protesters in Oregon were not being surrounded by federal agents. They re not destroying property, they re not looting.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump released his first ad of the political season. The ad focuses on terrorism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""We love her! Another golden moment from the great Judge Jeanine.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton yelled down a heckler at a a rally in Dover. It turns out the woman was a GOP State Rep. from Derry. She was trying to ask about Juanita Broderrick s rape allegations against Bill Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The foreign policy in the Obama regime has created ISIS. It s about time someone called this what it is.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Black Lives Matter terrorist began harassing unsuspecting patrons this morning at Dove s Diner in Chicago.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On Monday, Obama, on his own, to go after guns. It's war. Defy his executive actions. Time for Civil disobedience. Spoken like a true American.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""I love how Trump destroys Savannah Guthrie on every point. This is great!\"" she tweeted.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Spies said Bill asked the ma tre d  to unearth a bottle of bubbly the couple left there to chill in 1997. The Clintons arrived at the storied restaurant with daughter Chelsea, son-in-law Marc Mezvinsky and Marc s parents.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Listen to these women and you ll hear that they want honesty and strength in our next president. This video was recorded at the Grand Rapids, MI Trump Rally.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Robert Davi gives a great answer to Neil Cavuto s question: Is Trump a racist?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The seventh scheduled showdown between the GOP candidates will be held at the Iowa Events Center in Des Moines. Bret Baier and Chris Wallace will also return for a second time to moderate along with Kelly. The three anchors moderated the first GOP debate on Aug. 6.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Is Ted Cruz Scarier than Donald Trump? Trump may get the headlines, but Ted Cruz has got the game.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""George Stephanopoulos tries his best to hammer Trump in an interview but comes out on the losing end.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton has a habit of going missing during debates. Is she so special that she doesn't need to think of the time?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Judge Jeanine: I wasn't even going to do an opening statement because it s the holidays and I m generally in the Christmas spirit. But when Hillary Clinton laid out her comprehensive plan to bolster homeland security, I couldn't help myself. #JudgeJeanine""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The veteran was simply asking them to turn the US flag right side up. It s hard to believe a Navy Seal veteran would be standing on the corner with these punks protesting the imprisonment of terrorists.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
